S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Page
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,55
1366.,Kennametal India,1953.55,39.28,4293.56,2.05,31.40,25.60,296.00,9.47,17.55,55
1367.,B & A Packaging,184.90,11.06,91.71,0.54,3.18,6.35,40.80,13.81,17.55,55
1368.,Goel Food,13.95,5.26,26.30,0.00,0.44,-12.00,8.71,8.74,17.54,55
1369.,Dr Agarwal's Eye,4752.55,36.47,2296.83,0.13,19.32,36.54,117.72,15.20,17.53,55
1370.,GRP,1589.90,30.79,847.95,0.91,1.96,-21.91,132.36,0.54,17.52,55
1371.,KPI Green Energy,410.05,18.88,8091.97,0.16,125.80,37.22,662.86,44.62,17.50,55
1372.,EPL Ltd,202.69,15.62,6490.82,2.47,106.10,19.89,1205.90,11.02,17.48,55
1373.,Adani Total Gas,517.45,88.65,56909.67,0.05,158.65,11.43,1507.35,16.45,17.47,55
1374.,Shree Marutinand,77.00,8.38,26.64,0.00,1.04,46.48,77.50,43.70,17.46,55
1375.,Suraj Products,203.35,14.46,231.82,1.03,3.20,-50.69,58.69,-22.45,17.45,55
1376.,Taneja Aerospace,247.55,35.23,631.27,1.01,3.86,-5.62,9.69,-4.25,17.45,56
1377.,Shradha AI Tech,29.95,15.79,182.55,2.00,2.77,6.95,4.43,25.14,17.45,56
1378.,Coral Labs.,435.55,8.81,155.49,0.34,5.82,-12.70,19.03,-40.96,17.44,56
1379.,ACC,1669.10,9.70,31343.57,0.45,1119.26,401.44,5931.67,27.99,17.44,56
1380.,Aarti Pharma,768.70,29.06,6968.06,0.65,27.92,-48.88,418.33,-8.67,17.44,56
1381.,Bharti Hexacom,1615.20,50.32,80760.00,0.62,421.20,66.42,2317.30,10.47,17.44,56
1382.,Insecticid.India,613.95,12.03,1786.46,0.33,59.11,-3.87,637.70,1.69,17.43,56
1383.,Indian Sucrose,65.42,3.06,113.68,0.00,-3.69,-12.50,39.13,-31.41,17.41,56
1384.,Ultracab India,8.01,11.84,98.49,0.00,1.52,-39.44,57.66,3.80,17.41,56
1385.,Harshil Agrotech,0.45,5.05,42.01,0.00,-2.91,-160.62,42.29,75.84,17.39,56
1386.,Aveer Foods,601.00,62.88,242.10,0.04,1.89,28.57,38.08,44.63,17.39,56
1387.,KMC Speciality,76.95,41.27,1255.05,0.00,10.84,179.38,74.90,33.20,17.37,56
1388.,Goyal Associates,0.97,10.26,5.13,0.00,0.05,-54.55,0.29,-34.09,17.37,56
1389.,Royal Orch.Hotel,353.25,20.99,968.80,0.71,4.30,-42.93,79.19,12.47,17.36,56
1390.,Nitin Castings,553.15,23.92,284.39,0.54,1.69,25.00,40.26,19.11,17.35,56
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,56
1391.,Time Technoplast,173.46,20.35,8562.60,0.72,117.23,17.36,1511.11,10.26,17.35,56
1392.,Rajgor Castor,19.80,5.31,47.35,0.51,1.63,-5.23,278.97,0.38,17.35,56
1393.,Interglobe Aviat,4704.50,40.12,181871.78,0.21,612.60,-21.69,23471.90,6.16,17.34,56
1394.,Patel Retail,194.38,21.98,649.24,0.00,10.14,73.33,222.44,13.88,17.33,56
1395.,Rategain Travel,615.00,34.71,7264.63,0.00,51.01,-2.30,295.06,6.42,17.30,56
1396.,Astonea Labs,160.00,36.25,168.18,0.00,1.42,-33.33,66.29,40.24,17.30,56
1397.,Joindre Capital,41.16,9.38,56.95,4.86,2.06,-36.81,10.31,-29.38,17.28,56
1398.,Lincoln Pharma.,453.10,11.34,907.55,0.40,19.98,-24.12,163.36,1.33,17.28,56
1399.,Mastek,2007.50,16.16,6221.52,1.15,108.35,17.82,905.68,4.16,17.28,56
1400.,Shree Metalloys,51.79,21.10,27.22,0.00,0.40,17.65,28.55,9.81,17.27,56
1401.,Tara Chand Infra,73.18,21.34,576.84,0.27,7.48,3.60,65.67,16.93,17.27,57
1402.,Suraj Estate,210.80,10.87,1007.06,0.00,33.10,3.99,144.56,32.51,17.27,57
1403.,Endurance Tech.,2357.00,37.95,33154.23,0.42,227.27,11.97,3582.82,23.01,17.26,57
1404.,Growington Vent,0.74,10.18,47.52,0.00,0.95,102.13,27.40,379.02,17.26,57
1405.,Hind.Adhesive,295.35,8.33,151.22,0.00,6.52,21.42,65.87,-21.99,17.25,57
1406.,National Plastic,242.65,15.79,147.49,0.62,2.71,6.69,88.86,2.39,17.24,57
1407.,Anuh Pharma,72.77,18.84,729.33,2.06,7.61,-49.40,185.88,12.01,17.24,57
1408.,Yash Optics,111.65,33.89,276.51,0.00,3.12,-31.43,23.38,19.90,17.24,57
1409.,Mangal Compuso.,47.48,14.52,64.60,1.05,2.59,16.14,14.81,55.57,17.24,57
1410.,Shera Energy,121.20,13.31,296.20,0.00,15.21,58.99,780.65,29.81,17.22,57
1411.,ITCONS E-Soluti.,391.30,60.29,285.77,0.04,2.78,115.50,40.19,129.13,17.22,57
1412.,Indian Hotels Co,645.80,54.47,91925.25,0.35,318.26,-9.12,2040.89,11.76,17.21,57
1413.,Twamev Constr.,21.60,3.32,334.80,0.00,3.22,1050.00,12.37,0.24,17.21,57
1414.,Bella Casa Fashi,328.65,23.21,439.98,0.61,6.41,39.05,126.03,17.99,17.21,57
1415.,Saregama India,333.75,32.30,6435.02,1.35,43.83,-2.54,230.03,-4.88,17.20,57
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,57
1416.,Kabra Jewels,91.25,6.34,95.68,0.00,6.56,126.99,98.40,26.38,17.20,57
1417.,Shanmuga Hos.,40.15,14.31,54.66,0.00,2.01,-15.90,24.62,0.00,17.20,57
1418.,Balmer Law. Inv.,69.69,9.02,1546.93,6.17,57.10,-8.87,638.39,-0.50,17.19,57
1419.,Savera Industrie,138.25,12.41,164.93,2.17,3.60,-24.05,25.50,23.79,17.18,57
1420.,Nava,530.75,16.23,15020.29,1.51,177.50,-47.98,963.73,7.02,17.17,57
1421.,Unihealth Hosp,272.30,17.50,422.06,0.00,28.63,195.12,66.67,54.08,17.15,57
1422.,DCG Cables,58.15,11.51,105.54,0.00,5.86,22.34,72.44,21.58,17.15,57
1423.,Sundram Fasten.,910.50,34.53,19132.19,0.79,152.75,5.89,1521.02,2.35,17.14,57
1424.,Kajaria Ceramics,934.15,37.09,14878.42,0.96,133.98,58.45,1186.01,0.57,17.13,57
1425.,Dolfin Rubbers,173.00,37.56,173.52,0.00,1.08,3.85,39.90,18.40,17.13,57
1426.,Akar Auto Indust,100.55,19.98,108.47,0.60,0.54,-70.65,87.27,-9.06,17.12,58
1427.,Kellton Tech,15.08,9.17,795.93,0.00,24.08,22.33,299.69,10.71,17.11,58
1428.,Cupid,397.20,172.74,10663.51,0.00,24.12,140.24,90.21,90.80,17.10,58
1429.,Apis India,71.53,42.86,985.34,0.00,7.14,31.98,96.25,19.67,17.10,58
1430.,Nikhil Adhesives,71.06,22.67,326.47,0.31,3.17,-30.94,131.05,-11.27,17.08,58
1431.,Iconik Sports,49.82,32.74,168.60,0.00,4.06,40700.00,13.03,,17.08,58
1432.,Gala Precis. Eng,716.70,30.04,913.81,0.00,8.39,58.83,71.41,39.39,17.07,58
1433.,Dachepalli Pub.,68.14,13.92,102.05,0.00,,,,,17.07,58
1434.,Transcorp Intl.,25.89,29.03,82.73,2.32,1.71,618.18,249.22,-48.63,17.06,58
1435.,Varroc Engineer,552.85,43.59,8446.80,0.18,63.26,9.46,2207.34,6.08,17.06,58
1436.,Orbit Exports,168.82,11.69,447.56,0.00,10.05,-37.19,58.28,-3.14,17.05,58
1437.,Response Info.,23.29,12.95,19.67,0.00,0.25,-28.26,6.82,-24.97,17.05,58
1438.,Kunststoff Inds.,21.78,15.97,15.01,0.00,0.46,53.33,2.96,-6.33,17.04,58
1439.,Aspira Pathlab,64.69,27.75,66.59,0.00,0.42,740.00,5.25,13.15,17.04,58
1440.,IKOMA Technologies,30.09,,69.81,0.00,-0.62,-8.77,0.00,,17.03,58
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,58
1441.,Lorenzini Appar.,7.98,,137.84,0.00,1.42,-88.33,17.07,30.80,17.01,58
1442.,Novartis India,786.15,18.21,1941.07,3.18,24.22,18.67,90.33,3.71,17.00,58
1443.,Panasonic Carbon,474.50,10.31,227.76,2.53,5.92,18.88,17.12,28.82,17.00,58
1444.,York Exports,53.61,2.02,18.03,0.00,4.74,731.58,7.88,-45.62,17.00,58
1445.,SBC Exports,29.71,62.85,1414.76,0.00,11.37,111.73,84.70,28.37,16.98,58
1446.,Sterling & Wils.,184.94,20.49,4318.94,0.00,1.55,47.94,2092.21,13.88,16.97,58
1447.,Laxmi Goldorna,267.50,113.94,1339.98,0.00,2.22,115.38,28.67,80.88,16.97,58
1448.,Eveready Inds.,319.75,30.78,2324.18,0.47,-7.91,-46.14,386.78,6.67,16.96,58
1449.,Windlas Biotech,786.70,24.63,1658.15,0.74,17.80,13.67,222.40,18.93,16.96,58
1450.,Arvind Fashions.,436.75,,5834.90,0.37,56.35,26.80,1417.51,11.34,16.93,58
1451.,Goyal Salt,136.05,23.64,243.53,0.00,6.38,-31.62,88.19,29.20,16.92,59
1452.,NHC Foods,0.73,7.99,48.02,0.00,1.35,-35.41,103.21,55.98,16.91,59
1453.,ADF Foods,176.54,25.24,1939.53,0.68,26.39,34.16,162.61,0.76,16.91,59
1454.,Linde India,5863.50,98.83,50003.93,0.08,169.01,61.90,644.19,1.54,16.90,59
1455.,Agarwal Indl.,672.50,12.08,1005.91,0.49,11.99,-34.98,244.80,-24.83,16.90,59
1456.,S P I C,72.24,7.91,1471.10,2.77,61.22,74.07,817.29,7.60,16.90,59
1457.,Titan Biotech,988.15,35.41,816.58,0.20,7.76,15.82,54.35,36.25,16.90,59
1458.,Pondy Oxides,1285.50,40.74,3922.22,0.27,35.58,104.60,634.51,10.84,16.88,59
1459.,Prem. Explosives,471.10,50.60,2532.69,0.11,17.87,123.36,75.58,-20.11,16.88,59
1460.,SBI Life Insuran,2002.60,81.86,200826.70,0.13,494.59,-6.58,23115.32,-42.64,16.88,59
1461.,Amkay Products,75.86,18.87,65.66,0.00,1.97,7.65,23.01,28.98,16.88,59
1462.,Medicamen Organ.,23.65,6.04,27.67,0.00,2.04,35.10,17.85,7.47,16.88,59
1463.,Om Freight Forwa,91.25,14.17,307.29,0.00,3.88,-7.40,113.84,-12.40,16.88,59
1464.,V2 Retail,1826.00,66.90,6658.28,0.00,17.23,992.75,708.64,86.48,16.87,59
1465.,Ramky Infra,500.45,17.20,3463.00,0.00,75.63,-3.82,471.64,-10.58,16.85,59
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,59
1466.,Affle 3i,1579.80,53.00,22224.19,0.00,110.51,20.13,646.72,19.13,16.82,59
1467.,Krystal Integrat,602.10,14.61,841.25,0.25,14.24,-1.39,259.80,1.13,16.82,59
1468.,Refractory Shap.,47.30,13.93,103.11,0.00,4.50,42.86,34.43,46.26,16.82,59
1469.,InfoBeans Tech.,823.30,26.06,1995.67,0.12,19.29,173.23,134.46,39.58,16.81,59
1470.,Transteel Seatin,139.05,16.89,305.47,0.00,10.06,116.81,78.13,127.39,16.79,59
1471.,Signoria Creatio,94.15,12.62,44.80,0.00,1.82,41.09,20.62,105.79,16.78,59
1472.,Kontor Space,58.10,8.20,35.91,0.00,1.69,16.55,12.40,56.57,16.77,59
1473.,Steel Str. Wheel,179.58,14.16,2822.65,0.70,49.18,-5.13,1320.81,22.90,16.76,59
1474.,Intellect Design,891.05,30.86,12413.70,0.45,101.92,93.66,758.09,35.83,16.76,59
1475.,Shankara Building,104.04,6.09,252.29,2.88,-5.16,-700.00,279.91,-17.01,16.76,59
1476.,H.G. Infra Engg.,590.05,9.55,3845.42,0.34,51.84,-35.37,904.50,0.23,16.76,60
1477.,Amara Raja Ener.,831.20,18.85,15213.07,1.26,302.40,-12.10,3388.18,8.05,16.75,60
1478.,Mangalam Global,12.25,14.57,403.71,0.08,8.51,22.98,756.16,50.58,16.75,60
1479.,Espire Hospi,314.00,156.19,468.57,0.00,-5.71,-694.79,18.90,-6.90,16.74,60
1480.,Chamanlal Setia,237.00,12.52,1178.50,1.05,18.93,-29.10,272.95,-26.12,16.71,60
1481.,Sunita Tools Ltd,569.80,75.82,357.86,0.00,3.04,-10.85,15.26,-0.46,16.70,60
1482.,Everlon Fin.,109.85,,68.11,0.00,-2.17,-604.65,5.33,58.63,16.69,60
1483.,Sky Industries,84.96,12.84,67.04,1.18,1.75,-13.79,24.40,9.47,16.68,60
1484.,M E T S,118.30,17.34,65.19,0.00,0.65,-35.64,5.89,-19.65,16.68,60
1485.,Rikhav Securitie,44.83,,171.66,0.00,17.76,-64.95,379.91,309.12,16.68,60
1486.,Balkrishna Inds,2408.40,33.75,46558.51,0.66,273.19,-21.26,2393.45,-1.09,16.67,60
1487.,Bedmutha Indus.,108.81,,351.06,0.00,-0.93,-108.77,363.67,44.62,16.67,60
1488.,Source Natural,138.00,29.81,88.83,0.00,0.70,-16.67,16.95,65.20,16.64,60
1489.,Apollo Hospitals,6803.00,58.51,97816.70,0.28,494.00,25.98,6303.50,12.78,16.64,60
1490.,Mah. Seamless,508.55,8.69,6814.15,1.97,125.23,-43.08,1158.67,-10.31,16.63,60
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,60
1491.,Shree Vasu Logis,673.50,169.39,774.10,0.00,1.22,2540.00,55.97,61.76,16.63,60
1492.,Edvenswa Enter,30.13,6.60,88.03,0.00,1.81,-21.98,29.97,18.79,16.63,60
1493.,Anuroop Packagin,10.47,2.91,11.57,0.00,0.42,-51.72,3.08,-7.51,16.62,60
1494.,Siyaram Recycli.,46.23,10.10,100.73,0.00,3.08,-59.90,211.85,-13.77,16.62,60
1495.,Cedaar Textile,49.65,6.39,68.91,0.00,3.82,-24.80,80.97,2.58,16.62,60
1496.,Mahasagar Travel,7.02,8.24,5.52,0.00,-0.29,-3.57,7.70,0.13,16.61,60
1497.,Reliable Data,144.49,12.54,149.11,0.03,2.24,75.00,69.13,191.56,16.61,60
1498.,QMS Medical,86.25,13.55,166.79,0.58,3.58,-9.30,44.70,20.16,16.60,60
1499.,Asian Energy,240.95,28.73,1078.84,0.42,-3.97,-86.81,102.00,4.38,16.59,60
1500.,EID Parry,879.60,15.39,15645.68,0.00,766.16,38.86,11624.44,24.59,16.59,60
1501.,CIE Automotive,410.75,19.45,15582.31,1.70,213.94,9.49,2371.84,11.11,16.59,61
1502.,Godrej Agrovet,513.00,22.66,9866.48,2.14,84.34,-17.55,2567.42,4.85,16.59,61
1503.,Colab Platforms,183.45,806.55,3742.38,0.01,1.57,196.23,40.12,183.13,16.59,61
1504.,Cyient,1085.80,21.59,12064.83,2.39,97.20,-4.14,1848.50,-4.04,16.58,61
1505.,Nidhi Granites,401.00,89.36,320.80,0.00,1.29,17.27,13.18,8.93,16.57,61
1506.,Vasundhara Rasy.,141.65,9.94,45.02,1.41,2.06,40.14,8.82,-9.82,16.56,61
1507.,Nikita Greentech Recycling,118.00,15.15,291.08,0.00,6.31,-37.65,178.36,7.47,16.56,61
1508.,IITL Projects,59.01,,29.45,0.00,0.24,118.60,0.00,,16.55,61
1509.,MKVentures Cap.,1005.95,50.02,386.63,0.02,3.49,-17.49,6.07,-11.00,16.55,61
1510.,Titagarh Rail,786.55,53.79,10592.77,0.13,37.00,-54.39,799.03,-24.40,16.55,61
1511.,Techno Elec.Engg,893.40,23.32,10390.20,1.01,103.98,10.37,843.43,91.07,16.54,61
1512.,Vardhman Special,248.25,22.27,2400.22,1.21,33.59,56.52,430.54,0.88,16.53,61
1513.,Filtra Consult.,61.50,24.34,67.43,3.25,2.10,-6.25,47.43,9.26,16.53,61
1514.,Checkpoint Trend,124.00,46.78,67.83,0.00,1.32,3400.00,108.59,217080.00,16.51,61
1515.,Sharda Cropchem,806.35,16.10,7274.93,1.12,74.35,75.22,929.11,19.59,16.50,61
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,61
1516.,Standard Engineering Technology,121.48,34.06,2423.42,0.00,20.45,3.59,182.78,10.53,16.48,61
1517.,Mayank Cattle Fo,161.00,15.89,86.94,0.00,2.52,24.75,185.39,3.44,16.45,61
1518.,TeleCanor Global,30.29,13.01,49.95,0.00,2.53,536.21,5.74,2307.69,16.44,61
1519.,Bansal Wire Inds,264.25,26.66,4136.99,0.00,43.27,6.67,1029.02,11.29,16.44,61
1520.,GACM Tech,0.48,6.73,61.28,0.00,2.51,512.20,5.13,54.52,16.43,61
1521.,Privi Speci.,2717.40,39.79,10614.90,0.18,90.21,110.28,678.71,27.39,16.42,61
1522.,Excelsoft Tech.,71.34,22.95,821.01,0.00,10.11,20.50,64.76,20.87,16.42,61
1523.,Titaanium Ten,67.28,12.82,45.27,0.00,1.94,10.61,76.50,16.16,16.41,61
1524.,Lumax Industries,4631.50,29.01,4330.45,0.76,35.64,26.03,1008.60,24.24,16.39,61
1525.,Nova Agritech,33.36,11.70,308.65,0.00,6.76,-0.15,92.39,11.73,16.39,61
1526.,Swarna Securitie,89.20,33.45,26.76,0.00,0.24,9.09,0.00,,16.38,62
1527.,Raymond Realty,412.75,38.01,2747.83,0.00,60.18,1123.17,696.50,207.93,16.38,62
1528.,Captain Polyplas,70.05,20.59,419.80,0.00,4.24,38.11,79.73,49.70,16.37,62
1529.,Hemant Surgical,285.20,35.89,371.86,0.00,5.41,70.13,64.26,31.49,16.35,62
1530.,Jindal Drilling,505.70,4.36,1465.52,0.20,132.52,284.45,238.03,37.99,16.34,62
1531.,Five-Star Bus.Fi,512.70,13.66,15101.29,0.39,286.14,6.79,799.44,13.87,16.34,62
1532.,Shreyans Inds.,167.39,4.92,231.33,1.79,2.23,-75.41,142.29,7.41,16.33,62
1533.,Blue Dart Expres,5298.50,47.20,12573.34,0.47,81.38,29.50,1549.33,6.96,16.33,62
1534.,Ausom Enter.,132.84,6.51,180.93,0.75,1.81,-6.70,119.10,69958.82,16.32,62
1535.,Gopal Snacks,296.00,145.86,3688.82,0.34,25.69,-65.84,375.66,-6.70,16.31,62
1536.,Thaai,88.55,18.17,215.54,0.00,6.49,15.08,62.25,16.44,16.31,62
1537.,Paramount Comm.,31.39,13.11,958.05,0.00,13.25,-34.83,428.00,20.26,16.30,62
1538.,Shraddha Prime,178.00,21.48,719.14,0.17,8.08,19.89,134.33,257.26,16.30,62
1539.,Maxposure,40.50,10.75,92.10,0.00,5.09,1.19,45.48,46.33,16.30,62
1540.,Oswal Agro Mills,49.04,5.21,658.26,0.00,1.77,-13.66,0.00,-100.00,16.29,62
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,62
1541.,Saptarishi Agro,35.80,26.71,121.80,0.00,1.79,379.69,22.43,37.44,16.28,62
1542.,Deepak Nitrite,1563.60,40.13,21326.42,0.48,118.75,-38.87,1901.89,-6.40,16.28,62
1543.,Alphalogic Tech.,48.77,62.19,305.36,0.00,2.25,12.60,16.80,-10.59,16.28,62
1544.,Vinyas Innovativ,1078.95,62.43,1357.83,0.00,9.34,33.05,211.93,41.76,16.28,62
1545.,Paramount Dye,42.90,4.51,29.78,0.00,2.16,-30.10,30.90,-4.22,16.27,62
1546.,Indian Toners,245.85,9.70,255.48,2.44,5.38,-2.36,38.85,3.11,16.26,62
1547.,Radico Khaitan,2962.00,74.75,39659.25,0.14,155.09,69.07,1546.75,19.51,16.24,62
1548.,B P C L,349.15,6.06,151478.92,5.01,7188.40,89.98,119029.43,5.18,16.22,62
1549.,Thermax,2920.60,58.62,34800.79,0.48,119.40,-39.27,2473.90,-5.42,16.22,62
1550.,Galaxy Surfact.,1903.70,23.56,6749.52,1.16,66.49,-21.51,1326.17,24.76,16.22,62
1551.,Cords Cable,154.85,12.05,200.19,0.65,3.58,36.12,225.70,23.37,16.21,63
1552.,Finolex Cables,721.75,18.35,11038.40,1.11,186.89,27.93,1375.79,4.88,16.21,63
1553.,NIBE,1026.30,469.49,1488.27,0.12,-9.69,-192.54,73.37,-46.05,16.20,63
1554.,Euphoria Infotec,41.00,8.04,11.90,0.00,0.66,-31.25,6.31,-9.34,16.20,63
1555.,Akums Drugs,424.80,21.73,6686.10,0.00,42.69,-34.83,1017.53,-1.51,16.20,63
1556.,Balaji Phos.,140.00,28.62,332.88,0.00,8.05,85.48,84.71,35.67,16.20,63
1557.,Mini Diamonds(I),23.31,66.19,274.70,0.00,2.78,35.61,149.44,43.71,16.19,63
1558.,Wise Travel,118.30,10.38,281.69,0.00,14.11,36.99,379.57,55.79,16.19,63
1559.,Halder Venture,280.00,74.10,348.27,0.36,-10.87,-374.45,97.82,-44.03,16.18,63
1560.,Bright Brothers,230.20,16.41,130.75,1.09,2.01,-37.96,98.97,12.38,16.18,63
1561.,NMS Global,62.32,24.05,18.76,0.00,0.37,362.50,2.87,15.26,16.15,63
1562.,Regaal Resources,63.10,12.64,648.19,0.00,16.71,27.75,320.02,56.47,16.15,63
1563.,Wheels India,731.50,15.85,1787.27,1.58,27.77,26.69,1173.02,8.22,16.14,63
1564.,Rex Pipes&Cables,137.75,23.71,130.17,0.00,1.96,21.74,60.69,-22.63,16.14,63
1565.,Galaxy Bearings,479.90,24.98,152.61,0.00,-2.15,-145.45,15.10,-57.99,16.13,63
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,63
1566.,Carborundum Uni.,818.20,62.36,15582.44,0.49,74.26,-35.69,1298.08,6.04,16.12,63
1567.,Cropster Agro,16.76,95.58,1407.84,0.00,4.12,32.48,52.49,10.48,16.08,63
1568.,Marine Electric.,170.49,50.39,2351.81,0.18,16.62,29.64,222.25,20.72,16.06,63
1569.,DJ Mediaprint,73.99,33.82,254.36,0.14,1.77,41.60,25.93,36.83,16.05,63
1570.,Powergrid Infra.,91.70,6.17,8344.69,6.54,279.29,177.79,316.63,-1.04,16.05,63
1571.,Shri Hare-Krish.,53.95,11.43,103.54,0.00,4.65,-2.92,39.43,3.22,16.05,63
1572.,AAA Technologies,102.86,37.48,131.94,1.46,1.16,0.87,7.97,82.38,16.02,63
1573.,Emmforce Auto.,118.00,27.71,241.90,0.00,4.05,19.82,53.57,52.84,16.02,63
1574.,Man Industries,313.70,14.10,2353.05,0.00,36.98,16.07,834.09,3.46,15.98,63
1575.,Mankind Pharma,2107.60,49.76,87002.80,0.05,520.18,-22.00,3697.16,20.77,15.98,63
1576.,Spectrum Electr.,1184.30,50.11,1860.99,0.00,10.21,273.43,125.31,76.22,15.96,64
1577.,Eimco Elecon(I),1588.40,19.41,916.51,0.31,12.52,102.26,63.06,37.57,15.95,64
1578.,Kalpataru Proj.,1107.80,23.04,18918.18,0.81,237.39,91.27,6528.57,32.43,15.95,64
1579.,Torrent Power,1270.70,21.41,64031.02,1.50,741.55,50.45,7876.00,9.76,15.95,64
1580.,Weizmann,81.18,,125.78,0.62,1.99,-11.56,35.88,14.12,15.95,64
1581.,PDS,311.15,40.67,4398.99,1.08,48.44,-55.50,3419.17,3.41,15.92,64
1582.,FDC,369.60,26.69,6017.46,1.35,28.37,-60.62,473.03,-7.94,15.90,64
1583.,NRB Bearings,236.55,16.33,2292.70,1.82,41.41,15.23,325.20,7.86,15.88,64
1584.,Pennar Industrie,157.44,16.31,2124.59,0.00,32.28,20.22,906.56,21.26,15.88,64
1585.,R&B Denims,139.14,37.86,1251.89,0.00,7.13,53.66,112.63,20.65,15.88,64
1586.,Future Market,7.73,,46.88,0.00,2.41,-59.18,24.34,-6.96,15.83,64
1587.,Responsive Ind,163.68,21.36,4363.85,0.06,53.26,8.08,313.75,-10.23,15.83,64
1588.,Siemens,2900.40,61.21,103289.19,0.41,485.40,-7.14,5171.20,16.02,15.83,64
1589.,Maitri Enterp.,26.65,,11.73,0.00,0.41,-4.65,7.76,5.72,15.83,64
1590.,Asarfi Hospital,166.25,23.28,327.14,0.00,4.30,48.28,44.85,45.33,15.83,64
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,64
1591.,BLS E-Services,165.10,26.61,1500.04,0.61,18.28,7.83,269.75,249.60,15.83,64
1592.,JFL Life,10.05,9.37,33.16,0.00,1.97,35.86,29.91,-24.30,15.81,64
1593.,Rossari Biotech,533.50,21.46,2954.70,0.09,32.77,3.38,581.68,13.45,15.80,64
1594.,ANI Integrated,83.20,11.25,97.24,0.00,1.96,-18.33,65.67,16.91,15.80,64
1595.,Forbes & Co,433.80,19.75,559.60,0.00,6.33,18.54,18.70,-46.05,15.79,64
1596.,Alpa Laboratorie,63.93,7.21,134.51,0.00,0.11,-98.57,26.26,5.29,15.79,64
1597.,TCI Express,495.80,21.76,1904.81,1.61,25.15,-4.45,308.53,-0.95,15.79,64
1598.,Manoj Vaibhav,167.19,7.83,816.68,0.00,31.73,19.02,755.82,17.69,15.79,64
1599.,Technocraf.Inds.,1994.50,17.22,4522.09,1.00,79.17,10.82,752.00,19.64,15.77,64
1600.,Cool Caps,67.30,64.56,777.99,0.00,5.17,1.57,267.27,177.83,15.77,64
1601.,VRL Logistics,249.75,18.70,4369.05,3.00,49.89,39.28,796.96,-0.32,15.73,65
1602.,Mangalam Alloys,47.50,4.85,117.26,0.00,11.76,1151.06,218.78,10.72,15.73,65
1603.,Bright Outdoor,411.00,44.82,896.93,0.12,10.08,10.28,62.51,9.26,15.71,65
1604.,Pitti Engg.,725.70,25.44,2732.52,0.21,35.58,4.49,396.22,4.44,15.70,65
1605.,United Heat,54.85,33.84,104.24,0.00,0.84,-72.55,21.44,-24.53,15.69,65
1606.,Deepak Fertilis.,1179.60,15.13,14891.01,0.85,214.02,1.48,3005.83,9.43,15.67,65
1607.,Kilitch Drugs,314.70,19.95,550.12,0.00,8.04,-4.99,48.92,3.05,15.67,65
1608.,Trust Fintech,43.55,12.75,103.76,1.15,4.30,-18.25,20.29,21.57,15.67,65
1609.,Sheetal Cool,301.75,22.94,316.84,0.00,1.59,-29.33,55.91,5.51,15.66,65
1610.,Dynamic Services,138.75,8.34,190.73,0.00,13.90,87.82,145.84,98.91,15.66,65
1611.,Bharat Seats,139.89,23.08,878.51,0.79,9.90,39.44,458.60,57.77,15.65,65
